Staffed_Beds,Total_Discharges,ADI_NATRANK,2021/3/10_x,2022/3/10_x,2023/3/10_x,2021/3/10_y,2022/3/10_y,2023/3/10_y,Value_education,Value_poverty,Value_unemployment,pop_commutes_by_car_truck_van_any,pop_commutes_by_public_transport_any,median_age,pop_citizenship_non_us,pop_citizenship_us_native,pop_citizenship_us_naturalized,pop_ethnicity_hispanic_latino,pop_ethnicity_non_hispanic,pop_race_asian,pop_race_black,pop_race_hawaiian_pacific_islander,pop_race_multiple,pop_race_native_american,pop_race_other,pop_race_white,pop_sex_female,pop_sex_male,households_with_annual_income_100000_to_124999,households_with_annual_income_125000_to_149999,households_with_annual_income_150000_to_199999,households_with_annual_income_200000_or_more,households_with_annual_income_30000_to_39999,households_with_annual_income_40000_to_49999,households_with_annual_income_50000_to_59999,households_with_annual_income_60000_to_75499,households_with_annual_income_75000_to_99999,households_with_annual_income_less_than_30000,pop_employment_status_in_labor_force,pop_received_ssi_foodstamps_snap_past_year,households_with_no_internet_access,pop_adult_education_bachelors_or_higher,pop_adult_education_high_school,pop_adult_education_less_than_high_school,pop_adult_education_some_college_or_associates,pop_total
91.0,2134.0,81.83333333333333,3660.0,11338.0,14611.0,143.0,227.0,253.0,22.27857142857143,18.6,9.366666666666667,14539,5,45.0,391.0,39793.0,266.0,983,39467,167,11178,0,495,51,301,28258,20818,19632,942,676,560,395,1313,1412,1726,1795,1847,5693,17368,3577,3204,3697,6450,3683,6317,40450
675.0,36764.0,61.85034013605442,24513.0,55415.0,70976.0,425.0,741.0,854.0,21.782142856785715,12.561538461538465,4.819230769230769,88805,53,33.2,4972.0,201493.0,2389.0,7966,200888,3435,67305,45,3540,453,1779,132297,108309,100545,6853,4510,3444,3138,7123,6349,5983,7335,8954,21024,103761,11122,10794,33013,28316,10154,31742,208854
259.0,6157.0,83.23333333333333,6636.0,18514.0,24154.0,264.0,426.0,480.0,21.575,17.246153846153845,8.874074074074073,23211,30,42.0,603.0,62941.0,258.0,1657,62145,238,3856,0,1726,188,652,57142,32466,31336,1887,807,884,471,2976,2071,2038,2372,3515,8419,26971,4295,5426,4617,10368,5078,12197,63802
0.0,0.0,88.83333333333333,1573.0,3720.0,4397.0,37.0,57.0,61.0,22.49999999935714,21.06923076923077,11.37037037037037,5243,0,43.8,26.0,16119.0,191.0,141,16195,30,3962,0,315,1223,25,10781,8248,8088,449,296,303,291,515,552,376,394,474,2180,6073,969,1450,1085,3447,900,2489,16336
21.0,89.0,93.46153846153848,1237.0,2869.0,3659.0,26.0,44.0,48.0,22.64642857142857,33.07692307692308,14.562962962962963,3074,2,40.9,38.0,10489.0,25.0,48,10504,4,7418,0,250,12,0,2868,5681,4871,221,105,57,65,404,401,234,276,411,1787,3797,1640,1221,523,2063,885,1530,10552
58.0,892.0,86.76,2596.0,7561.0,9427.0,68.0,122.0,141.0,22.139285714642856,18.015384615384612,10.22962962962963,8626,12,46.1,271.0,23393.0,48.0,743,22969,89,193,16,419,71,261,22663,12065,11647,605,285,192,186,928,884,949,789,960,3834,10014,1861,2446,1551,4713,2206,3540,23712
0.0,0.0,63.0,56.0,543.0,788.0,0.0,0.0,2.0,25.71904761857143,19.87894736842105,35.01395348837209,739,5,44.1,695.0,2448.0,246.0,296,3093,815,129,11,377,1382,175,500,1433,1956,193,91,53,43,74,70,72,78,120,194,2418,72,376,404,993,239,629,3389
0.0,0.0,43.333333333333336,637.0,849.0,1150.0,1.0,2.0,3.0,21.900000000650003,16.778947368421054,5.296153846153846,2263,0,39.7,1452.0,3309.0,947.0,789,4919,2338,167,170,592,615,316,1510,2065,3643,186,97,125,121,42,74,69,211,286,95,4015,89,177,685,1566,278,1249,5708
751.0,29901.0,34.46192893401015,26998.0,98701.0,120327.0,168.0,503.0,601.0,21.717857143,7.907692307692307,5.050000000000001,131936,465,33.9,11789.0,260436.0,19865.0,27411,264679,28672,15507,8332,32042,21921,6881,178735,143136,148954,12276,9308,11577,11528,6884,6473,6838,12646,15279,14161,162794,15070,6494,58220,37484,8934,55330,292090
34.0,1227.0,68.3,3625.0,9738.0,13043.0,22.0,40.0,47.0,25.103448275862068,20.907692307692308,14.248148148148148,2188,83,28.1,178.0,17873.0,212.0,354,17909,212,145,45,743,15194,49,1875,8802,9461,394,269,248,257,448,280,341,396,543,1323,7681,3779,1047,942,4357,1082,2111,18263
0.0,0.0,44.0,451.0,608.0,608.0,2.0,2.0,2.0,32.74000000031428,25.52857142857143,23.881632653061224,326,2,44.8,11.0,712.0,16.0,75,664,17,4,9,79,225,21,384,325,414,39,25,20,27,12,16,33,21,48,43,458,13,37,132,136,18,189,739
0.0,0.0,43.0,73.0,325.0,474.0,0.0,0.0,1.0,21.00000000017647,14.37,34.002631578947366,726,6,43.8,121.0,2302.0,79.0,37,2465,51,54,0,313,43,10,2031,1144,1358,104,58,63,42,34,69,39,59,108,150,1790,19,64,651,457,37,459,2502
0.0,0.0,64.5,184.0,1518.0,2183.0,1.0,11.0,13.0,22.924999999642857,22.315384615384616,14.292857142857144,925,46,30.2,86.0,4776.0,72.0,149,4785,20,74,3,335,3652,34,816,2407,2527,117,73,105,35,161,123,104,154,205,353,2206,653,319,427,1031,222,665,4934
212.0,4358.0,43.903225806451616,6294.0,26264.0,32057.0,33.0,127.0,165.0,21.78928571432143,6.815384615384615,8.877777777777778,44355,88,31.5,2160.0,93543.0,2752.0,8056,90399,3219,4628,558,8027,7615,1651,72757,45346,53109,4024,2962,3351,3031,2787,2890,2985,4198,5210,4761,54645,2972,3441,16265,12302,2553,20336,98455
0.0,0.0,40.0,18.0,585.0,783.0,0.0,1.0,1.0,26.23225806454839,26.57894736842105,21.848387096774196,512,0,40.9,35.0,2412.0,100.0,132,2415,45,0,4,369,164,1,1964,1132,1415,131,67,36,44,102,41,58,140,82,216,1030,213,112,197,367,19,495,2547
0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9000000009,29.964285714285715,17.988888888888887,446,1,52.1,79.0,2037.0,19.0,198,1937,49,72,0,235,712,21,1046,986,1149,53,45,61,35,63,72,60,91,92,183,1182,109,288,236,505,51,469,2135
57.0,1506.0,27.0,1245.0,7561.0,11155.0,3.0,19.0,28.0,22.35714285725,7.653846153846154,4.911538461538462,13086,15,38.5,968.0,29399.0,1732.0,2223,29876,2186,278,373,4286,3233,443,21300,15625,16474,1564,1089,1394,1294,707,602,784,1626,2214,1604,17594,1087,964,6862,4233,610,6526,32099
109.0,2602.0,44.4,3999.0,16642.0,21124.0,18.0,97.0,124.0,22.714285714214288,11.63076923076923,11.107407407407406,19302,30,40.9,662.0,56967.0,1180.0,2497,56312,976,380,212,3827,4649,874,47891,28214,30595,2175,1417,1837,1561,1688,1626,1683,2365,3013,4416,26935,2897,3084,7685,10184,2036,11034,58809
0.0,0.0,33.45454545454545,362.0,3658.0,4908.0,1.0,21.0,27.0,22.500000000357144,10.823076923076922,9.985185185185186,5820,10,40.0,458.0,12596.0,779.0,758,13075,1145,94,25,1347,2034,191,8997,6701,7132,577,418,567,381,418,470,380,516,694,878,7670,641,527,1921,2404,423,2816,13833
0.0,0.0,33.6,1052.0,4681.0,5658.0,6.0,11.0,13.0,22.607142857107146,8.376923076923077,6.715384615384616,5285,9,34.7,1733.0,10537.0,1113.0,1211,12172,3060,67,31,1266,1664,159,7136,6239,7144,767,382,297,222,231,185,358,533,564,692,7586,439,518,2102,2057,756,2577,13383
0.0,0.0,79.0,0.0,121.0,121.0,0.0,0.0,0.0,24.285714285238093,29.95625,39.99183673469388,145,1,32.9,33.0,1058.0,65.0,3,1153,26,80,3,86,679,1,281,626,530,20,15,19,4,36,37,26,47,49,113,630,121,107,138,233,41,184,1156
125.0,5213.0,41.60344827586207,8970.0,33395.0,39994.0,36.0,229.0,272.0,21.721428571535714,8.184615384615386,7.073076923076924,35854,161,35.5,1289.0,103763.0,2308.0,5602,101758,1574,1472,317,9001,6494,649,87853,51589,55771,3668,2612,3092,2578,2163,2172,2075,3258,4222,6124,48894,4973,3068,12166,19371,3625,21827,107360
0.0,0.0,46.6,327.0,5578.0,7536.0,0.0,5.0,7.0,22.714285714285715,17.953846153846154,13.18888888888889,1311,1,28.4,192.0,9698.0,119.0,195,9814,266,74,2,500,7661,16,1490,4760,5249,208,198,186,168,179,223,218,323,390,684,4529,1648,538,850,2145,592,1162,10009
0.0,0.0,65.8,1009.0,3922.0,4946.0,4.0,9.0,15.0,26.87419354870968,12.3,6.884615384615385,1744,51,34.2,355.0,8716.0,304.0,381,8994,546,147,204,734,4933,128,2683,3694,5681,268,139,202,152,88,121,195,162,275,389,5744,551,497,829,2321,592,1772,9375
0.0,0.0,66.77777777777777,590.0,4256.0,5695.0,2.0,14.0,22.0,24.827586207241374,19.984615384615385,14.88888888888889,741,6,28.5,31.0,7597.0,81.0,191,7518,91,78,8,306,6312,17,897,3487,4222,161,117,186,119,127,164,133,177,184,427,3200,1370,367,525,1807,465,861,7709
0.0,0.0,45.0,131.0,179.0,179.0,0.0,2.0,2.0,22.0000000009,28.31764705882353,16.799999999999997,1001,0,48.8,243.0,2701.0,334.0,254,3024,476,66,6,286,225,12,2207,1618,1660,102,62,84,100,137,71,107,158,158,225,1675,70,202,403,513,133,549,3278
0.0,0.0,56.5,74.0,251.0,251.0,1.0,4.0,4.0,21.9000000005,17.62727272727273,13.53529411764706,1796,24,42.1,91.0,6147.0,100.0,243,6095,98,35,40,670,2489,17,2989,2869,3469,240,120,145,58,219,233,191,195,297,655,3096,523,676,596,1301,291,1170,6338
0.0,0.0,24.8,292.0,2118.0,3259.0,0.0,6.0,10.0,22.710714285392857,14.264285714285716,8.803703703703704,3449,3,39.1,370.0,7756.0,443.0,592,7977,655,54,14,1274,987,66,5519,4162,4407,467,151,380,229,274,227,238,385,680,541,4969,168,478,1596,1226,191,1720,8569
0.0,0.0,23.0,19.0,30.0,30.0,0.0,0.0,0.0,23.90909090809091,18.630000000000003,38.35,351,0,40.9,31.0,1187.0,82.0,52,1248,34,58,0,119,59,3,1027,645,655,57,27,20,14,23,34,43,39,79,75,913,9,33,225,293,58,307,1300
0.0,0.0,55.2,498.0,1851.0,2288.0,3.0,18.0,21.0,22.714285714,12.784615384615384,13.003703703703705,2076,0,36.8,220.0,6363.0,328.0,453,6458,194,68,14,284,971,173,5207,3147,3764,254,210,139,100,171,141,113,244,309,606,3112,170,592,750,1327,302,1253,6911
0.0,0.0,49.0,22.0,71.0,71.0,0.0,0.0,0.0,22.1000000003,29.329411764705885,39.91333333333333,763,0,47.8,46.0,2436.0,28.0,99,2411,43,8,32,208,571,12,1636,1154,1356,109,88,47,27,106,108,89,110,106,199,1135,107,166,225,392,175,507,2510
0.0,0.0,60.0,0.0,63.0,63.0,0.0,2.0,2.0,28.85238095290476,22.65714285714286,18.408,184,0,36.3,31.0,537.0,29.0,93,504,50,34,2,99,172,10,230,243,354,27,9,12,2,8,21,60,21,31,30,327,6,37,69,130,16,129,597
0.0,0.0,92.57142857142856,339.0,1382.0,1764.0,4.0,9.0,13.0,22.710714285642855,22.246153846153845,15.103703703703705,705,22,35.3,36.0,5232.0,37.0,132,5173,32,5,2,371,3703,10,1182,2533,2772,89,41,92,37,161,164,142,185,202,744,2643,675,929,314,1183,232,876,5305
116.0,3907.0,91.85714285714286,10667.0,22031.0,36336.0,394.0,586.0,608.0,22.28214285714285,23.746153846153845,13.055555555555555,15799,10,35.4,415.0,70722.0,577.0,4751,66963,262,545,55,1741,52565,759,15787,36326,35388,1148,657,475,139,1948,1921,1439,1753,2006,10019,20946,9327,12043,4166,11710,4728,13912,71714
93.0,4012.0,72.33009708737865,11359.0,31110.0,39086.0,272.0,540.0,564.0,21.921428571785714,16.838461538461537,8.585185185185185,41475,329,41.0,5128.0,113138.0,8176.0,44858,81584,2386,5158,400,10177,1461,3071,103789,62071,64371,3818,2621,2179,1406,5430,4312,4688,5256,6426,14781,51319,9139,7488,14305,14262,6743,24960,126442
341.0,12467.0,44.03809523809524,16795.0,43213.0,52821.0,316.0,456.0,472.0,21.785714286214283,13.207692307692309,9.022222222222222,51950,180,31.0,3174.0,136131.0,2949.0,20441,121813,2737,1929,175,6218,37159,4230,89806,72130,70124,3837,2899,3002,2559,4033,3712,4296,5296,6484,12898,71789,7101,8189,24365,15155,5273,21566,142254
0.0,0.0,68.68888888888888,6424.0,16889.0,21401.0,218.0,359.0,379.0,21.92857142892857,16.93076923076923,9.266666666666666,17165,21,50.4,863.0,52086.0,897.0,10252,43594,446,391,32,2654,8665,1814,39844,27175,26671,1178,997,842,569,2322,2257,2010,2158,2897,7293,20584,4633,5753,4386,7284,3251,9248,53846
12.0,814.0,69.62962962962963,5322.0,11918.0,14101.0,76.0,172.0,176.0,22.457142857142856,17.784615384615385,9.314814814814817,12276,192,33.7,511.0,37417.0,376.0,12683,25621,262,683,41,2258,4814,563,29683,17846,20458,970,505,412,206,1010,1037,1025,1393,1692,3098,14387,2683,2219,2661,5790,2780,7530,38304
0.0,0.0,76.75,561.0,2208.0,2717.0,10.0,31.0,32.0,22.53214285714285,9.607692307692307,6.596153846153846,3878,7,35.7,162.0,9219.0,84.0,4474,4991,38,175,0,456,364,135,8297,4403,5062,415,132,126,82,281,320,215,776,418,530,4143,405,443,900,1390,624,1598,9465
0.0,0.0,86.88461538461539,2423.0,5150.0,5950.0,73.0,133.0,143.0,20.995,20.43846153846154,8.714814814814815,5609,100,57.4,1415.0,18900.0,720.0,5825,15210,171,205,4,1148,3070,853,15584,10285,10750,434,211,88,159,1066,922,798,1004,885,4361,6792,1377,2870,863,2732,1906,2731,21035
9047.0,403291.0,42.05334307636098,517726.0,1253285.0,1530926.0,9368.0,15855.0,17103.0,21.567857142857143,9.76923076923077,4.838461538461538,1773503,6401,36.6,371026.0,3762797.0,278956.0,1374312,3038467,187298,249691,9696,311800,85061,313146,3256087,2230812,2181967,157437,107039,113600,128657,135806,136662,126992,166562,216756,307273,2248971,240079,139509,767733,493395,273313,746833,4412779
560.0,18204.0,66.39506172839506,21484.0,57067.0,67291.0,658.0,1388.0,1435.0,21.853571428214284,18.57692307692308,8.85925925925926,65478,209,52.3,6603.0,197974.0,6421.0,35276,175722,2506,1976,470,9492,4323,6647,185584,104556,106442,6353,2654,2953,2232,10323,9458,8739,9475,10794,27432,80309,13337,13307,13306,32574,13992,38209,210998
141.0,7048.0,76.83908045977012,15765.0,37838.0,48374.0,507.0,854.0,902.0,22.107142856785718,22.53076923076923,11.02962962962963,28875,85,38.2,1457.0,107404.0,1410.0,12881,97390,521,1174,162,3939,48401,3964,52110,54994,55277,2172,1378,1396,526,4111,3515,2776,3591,3859,13082,38826,13044,11440,7729,16179,7817,20249,110271
2616.0,100132.0,57.48583569405099,110790.0,250949.0,317052.0,2270.0,3663.0,3803.0,21.717857142857145,13.261538461538462,8.207407407407409,381566,1538,38.7,64707.0,909006.0,64763.0,389875,648601,30086,36441,1752,81414,37350,90077,761356,527601,510875,33228,21741,21559,20727,40596,38080,32808,41512,52009,108682,491825,66685,39706,159739,106410,54811,173457,1038476
250.0,12761.0,61.67264573991032,47093.0,129241.0,156974.0,797.0,1549.0,1645.0,21.571428571428573,9.261538461538462,5.949999999999999,145648,390,39.8,21344.0,407152.0,19063.0,136381,311178,7366,20151,1568,30862,21226,22843,343543,215137,232422,15081,8831,7481,5485,13324,13238,13185,17508,21128,33174,181066,27622,14927,42194,68399,29594,79406,447559
0.0,0.0,71.02777777777777,7664.0,16580.0,19628.0,171.0,226.0,228.0,22.075,19.569230769230767,12.122222222222222,15902,78,37.2,5922.0,31141.0,9531.0,38792,7802,200,398,0,4955,292,4329,36420,24158,22436,961,530,494,595,1868,1407,1617,1041,1674,5862,19579,6314,3017,4433,6523,3530,6848,46594
356.0,24868.0,44.83625730994152,18046.0,47542.0,60313.0,474.0,1143.0,1195.0,21.77857142842857,11.892307692307693,8.28888888888889,76199,134,54.1,6182.0,218046.0,8168.0,34110,198286,2377,1577,142,9532,3159,8060,207549,118897,113499,7879,4444,3896,4191,10072,9475,9027,12052,12302,27907,95765,7885,12599,23986,29204,9709,43152,232396
406.0,12394.0,74.47798742138365,36581.0,62297.0,71174.0,803.0,1135.0,1167.0,21.78214285714285,16.323076923076922,18.91111111111111,73920,354,34.8,29914.0,155320.0,26697.0,135779,76152,2534,4611,136,22951,3104,31536,147059,102694,109237,5147,2941,2689,1632,8176,6602,6968,6904,10354,23211,90181,19514,11676,15751,24111,22554,31893,211931
49.0,693.0,81.78571428571429,2006.0,5657.0,7009.0,38.0,78.0,95.0,22.28928571392857,17.076923076923077,9.71111111111111,7421,50,41.0,111.0,17602.0,48.0,598,17163,10,4461,0,399,102,121,12668,9263,8498,675,264,316,165,454,631,824,824,772,2491,8325,1379,1865,1673,3624,925,2732,17761
0.0,0.0,92.0,1855.0,5081.0,6249.0,33.0,62.0,82.0,22.717857143214285,21.115384615384617,10.6,6816,0,42.3,389.0,19506.0,105.0,1122,18878,34,4977,92,227,8,222,14440,10341,9659,408,308,102,181,795,640,631,682,1138,2831,7738,1533,2492,1283,4387,1205,2635,20000
211.0,9530.0,76.56666666666666,2940.0,8595.0,10722.0,96.0,239.0,283.0,22.500000000357144,13.684615384615386,8.77037037037037,13931,0,52.3,213.0,40937.0,523.0,1010,40663,172,79,17,1271,208,358,39568,21432,20241,938,535,631,377,2559,2014,1810,2045,1853,5965,16239,1982,3082,3654,6537,2032,6825,41673
455.0,20195.0,52.81578947368421,27608.0,66111.0,77394.0,386.0,801.0,1002.0,21.714285714285715,7.076923076923077,3.6538461538461537,120559,565,35.5,22551.0,240252.0,10707.0,45827,227683,10884,4257,1826,21188,3289,7870,224196,137412,136098,9638,6553,6573,9207,7721,7384,8451,10969,16055,17110,136457,6804,11283,51410,39668,14626,36887,273510
134.0,2063.0,78.125,3676.0,9356.0,11277.0,79.0,168.0,203.0,22.50714285714286,13.86923076923077,8.396296296296295,14665,24,42.9,201.0,37025.0,299.0,961,36564,274,80,0,854,251,103,35963,19021,18504,995,610,403,363,1683,1701,1340,1432,1885,4631,16923,1975,2159,3362,6041,1856,7185,37525
0.0,0.0,89.16666666666667,1325.0,2981.0,3595.0,31.0,46.0,57.0,22.42500000035714,18.67692307692308,9.440740740740742,3817,11,40.3,550.0,9931.0,324.0,1662,9143,7,2974,0,183,357,61,7223,5703,5102,262,159,143,70,518,469,407,299,416,1490,4400,739,1144,574,2375,817,1766,10805
0.0,0.0,90.6,404.0,943.0,1194.0,3.0,9.0,14.0,22.65000000025,19.335714285714285,19.15806451612903,1976,1,45.3,14.0,5065.0,81.0,216,4944,0,1143,15,153,0,9,3840,2579,2581,90,89,125,4,152,198,216,152,213,515,2267,243,483,237,1252,391,802,5160
0.0,0.0,72.25,2729.0,6038.0,7284.0,43.0,97.0,123.0,22.2821428575,16.984615384615385,7.859259259259259,10218,11,44.8,1811.0,25756.0,495.0,4237,23825,384,251,277,1276,338,477,25059,14084,13978,615,409,327,435,1021,858,1052,1185,1396,3781,12311,1088,2374,2629,5033,2059,3689,28062
0.0,0.0,94.1818181818182,1595.0,2753.0,3126.0,40.0,57.0,65.0,22.57857142821428,25.33076923076923,10.851851851851851,2923,0,43.4,203.0,10115.0,115.0,599,9834,63,5611,0,234,16,68,4441,5266,5167,108,128,52,151,478,416,276,379,298,1766,3689,938,1100,649,2031,894,1541,10433
0.0,0.0,82.70588235294117,2059.0,5237.0,6412.0,38.0,77.0,92.0,22.49642857125,17.838461538461537,8.97037037037037,9087,39,32.6,352.0,21830.0,159.0,1079,21262,142,5408,12,436,44,665,15634,11754,10587,580,322,126,208,952,524,689,593,1075,3267,10626,987,1998,2397,3034,866,3049,22341
0.0,0.0,93.07692307692308,1703.0,4071.0,5146.0,48.0,90.0,101.0,22.57142857171429,17.96923076923077,9.825925925925926,5479,0,42.7,59.0,14605.0,46.0,325,14385,4,72,0,316,57,208,14053,7472,7238,337,164,59,115,1006,592,466,710,671,2356,6564,1272,1554,1161,2908,745,2509,14710
0.0,0.0,77.9047619047619,1905.0,6404.0,8055.0,68.0,125.0,148.0,22.289285714285715,17.492307692307694,9.12962962962963,9305,26,49.5,263.0,24767.0,33.0,606,24457,83,227,0,445,222,7,24079,12547,12516,553,209,495,362,1648,1234,941,1196,1147,3097,10577,1015,1976,1951,5051,1311,3697,25063
0.0,0.0,87.5,936.0,2245.0,2677.0,25.0,35.0,42.0,26.299999999766666,13.092307692307692,5.396153846153846,2832,0,42.5,2.0,8043.0,18.0,0,8063,0,1087,0,146,23,0,6807,4238,3825,217,144,106,50,256,362,223,301,395,1116,3245,517,977,766,1766,337,1217,8063
29.0,924.0,87.61111111111111,2283.0,5319.0,6794.0,54.0,89.0,105.0,22.49642857142857,22.338461538461537,9.303703703703704,8120,0,35.5,304.0,23181.0,135.0,650,22970,192,8542,0,206,55,213,14412,12268,11352,428,306,196,299,908,846,521,811,689,3452,9461,1650,2384,2300,4450,1116,2654,23620
0.0,0.0,83.0625,2164.0,5419.0,6606.0,31.0,59.0,84.0,22.27857142892857,16.615384615384617,8.95185185185185,8236,2,42.7,258.0,20462.0,175.0,844,20051,102,2111,0,784,90,3,17805,10595,10300,500,355,334,256,686,794,734,788,951,3093,9709,1556,2146,2107,4271,1073,3110,20895
602.0,31299.0,73.55263157894737,12933.0,36975.0,47352.0,178.0,320.0,388.0,21.7821428575,15.653846153846152,8.040740740740741,47254,124,34.4,3120.0,104804.0,1157.0,5604,103477,1450,16601,6,3931,214,2193,84686,55837,53244,3557,1655,1590,1813,4886,3526,3563,3925,4916,12772,54281,8087,5248,15899,18003,4541,16774,109081
74.0,382.0,79.0909090909091,6870.0,15733.0,18657.0,108.0,243.0,295.0,21.71428571392857,13.4,4.730769230769231,24623,19,39.2,1568.0,60434.0,1116.0,5027,58091,1030,1007,28,2593,1229,1864,55367,32012,31106,1937,1170,857,482,2730,2118,2257,2167,2925,7422,27348,5054,4543,5860,10958,4643,10591,63118
11.0,503.0,83.90697674418605,5796.0,13937.0,16702.0,94.0,215.0,246.0,21.567857143214287,19.96923076923077,8.88888888888889,18992,78,35.3,600.0,47518.0,263.0,1311,47070,361,23512,22,3644,87,100,20655,25364,23017,1651,664,551,519,2225,1623,1445,1302,2238,6803,22755,5624,3303,4395,8376,3217,8195,48381
0.0,0.0,86.0625,1901.0,4789.0,5745.0,48.0,78.0,104.0,22.142857142857142,16.653846153846153,8.837037037037037,6641,21,40.7,341.0,16226.0,9.0,341,16235,7,2949,0,1346,32,10,12232,8592,7984,414,220,276,133,864,498,482,554,901,2226,7785,961,1421,1276,3250,1351,2506,16576
0.0,0.0,93.25,747.0,1731.0,2071.0,13.0,29.0,41.0,22.285714285,20.907692307692308,9.52962962962963,2679,3,45.1,12.0,7102.0,0.0,117,6997,0,3063,28,118,36,35,3834,3659,3455,203,43,56,16,353,205,210,340,251,1315,3033,321,1094,442,1447,375,1109,7114
0.0,0.0,94.33333333333331,1341.0,3010.0,3656.0,23.0,38.0,44.0,22.292857142857144,24.392307692307693,9.992592592592594,4157,2,40.8,343.0,11104.0,91.0,734,10804,46,5471,0,174,40,176,5631,6231,5307,189,77,43,101,445,438,466,448,439,2413,4607,1221,1695,858,2508,892,1300,11538
60.0,2136.0,83.5,1959.0,4648.0,5638.0,38.0,66.0,84.0,22.499999999642856,17.584615384615383,10.14074074074074,7056,0,37.3,92.0,18133.0,38.0,653,17610,5,5198,0,344,3,207,12506,9377,8886,527,402,220,188,554,378,510,581,919,2928,8000,934,1788,2089,2917,702,2646,18263
261.0,11838.0,66.04166666666667,11931.0,34848.0,42997.0,155.0,307.0,358.0,21.71071428632143,10.053846153846154,4.423076923076923,54892,109,33.3,3298.0,120367.0,1135.0,5192,119608,1434,14357,167,4066,453,2331,101992,64133,60667,4440,2208,2255,1695,4965,3919,3179,4447,5480,12503,61594,5567,5060,20400,18633,3777,18956,124800
0.0,0.0,88.66666666666667,1649.0,3779.0,4488.0,38.0,71.0,82.0,22.0,15.86153846153846,7.962962962962963,6401,42,41.8,82.0,17642.0,61.0,568,17217,133,175,59,387,287,171,16573,8940,8845,362,114,128,135,747,492,501,633,831,2728,7295,1167,1888,1136,3447,833,3219,17785
0.0,0.0,92.5,1088.0,2660.0,3108.0,47.0,86.0,99.0,22.714285714285715,19.54615384615385,8.181481481481482,3559,7,48.7,29.0,12143.0,129.0,77,12224,16,41,26,454,112,9,11643,6276,6025,330,49,178,28,700,371,325,408,519,2106,4320,654,1403,759,1853,791,2373,12301
445.0,17863.0,74.3012048192771,9881.0,22721.0,27083.0,238.0,487.0,581.0,21.78928571378572,13.53076923076923,8.518518518518519,36559,28,45.1,2880.0,94785.0,1378.0,5699,93344,810,8275,39,2972,974,1778,84195,51575,47468,2131,1610,1662,1032,4332,4039,3554,5265,4690,12591,43535,6440,6961,10605,15174,4745,17898,99043
0.0,0.0,74.36363636363636,1608.0,4394.0,5252.0,32.0,59.0,65.0,21.71428571439285,10.261538461538462,4.546153846153846,7341,12,40.1,222.0,17939.0,68.0,525,17704,0,479,29,500,20,79,17122,9196,9033,563,499,602,154,524,519,655,700,942,1891,8325,655,1301,2066,3775,774,2974,18229
129.0,2656.0,79.48387096774194,5940.0,15771.0,19801.0,75.0,167.0,201.0,22.139285714642856,12.36153846153846,5.688461538461539,17817,5,37.7,240.0,44889.0,68.0,1306,43891,169,1046,21,1181,125,331,42324,23070,22127,1467,868,358,317,1923,1687,1874,1740,2187,5166,20954,3334,2555,4344,10198,2130,6443,45197
48.0,331.0,87.45,1938.0,4505.0,5638.0,19.0,58.0,83.0,22.25357142857143,18.93846153846154,7.95925925925926,8181,26,40.8,1000.0,20385.0,310.0,2789,18906,28,6531,73,542,119,2150,12252,11670,10025,651,145,162,230,1192,519,766,912,1001,2522,9149,1820,1807,1611,3673,1745,3392,21695
69.0,1415.0,84.64,4913.0,11056.0,13058.0,68.0,126.0,161.0,22.25357142857143,17.946153846153848,8.78888888888889,12460,33,40.9,219.0,33329.0,119.0,1187,32480,78,3797,6,879,95,322,28490,16004,17663,1125,358,279,236,1444,1130,1251,1343,1360,3989,14082,2195,3379,2666,6793,1944,6423,33667
0.0,0.0,85.66666666666667,1612.0,3740.0,4657.0,24.0,48.0,64.0,22.435714285714287,18.1,7.825925925925926,5180,0,39.6,751.0,12277.0,239.0,1680,11587,116,2722,17,337,57,1218,8800,6939,6328,237,138,124,127,575,505,357,567,462,2179,5934,1031,1191,946,2535,761,2151,13267
212.0,7649.0,83.1,3689.0,10551.0,12797.0,121.0,200.0,231.0,22.500000000357144,16.96153846153846,9.233333333333334,15105,0,39.4,758.0,36459.0,368.0,2489,35096,305,719,0,1502,104,1197,33758,19123,18462,833,633,429,332,1379,1650,1333,1585,1761,4390,16978,2507,3674,3531,6628,2268,6267,37585
0.0,0.0,89.33333333333333,1653.0,3873.0,4712.0,41.0,65.0,78.0,22.78571428642857,19.423076923076923,9.411111111111111,3865,15,48.0,72.0,13500.0,24.0,326,13270,0,142,0,1034,112,38,12270,6448,7148,207,80,143,60,443,653,590,339,576,1820,4806,502,1230,945,2433,1063,2442,13596
0.0,0.0,93.75,3187.0,5994.0,7280.0,37.0,56.0,76.0,22.2892857145,20.00769230769231,9.92222222222222,5141,0,40.0,51.0,16812.0,45.0,501,16407,9,1949,6,1880,15,40,13009,8535,8373,360,137,106,128,830,703,466,560,526,2425,6291,1286,1509,1099,3726,1261,3056,16908
290.0,7547.0,89.60655737704919,8657.0,18521.0,22364.0,167.0,268.0,316.0,21.78571428607143,18.33076923076923,9.88888888888889,23433,0,39.5,529.0,66981.0,613.0,1482,66641,671,38000,358,1423,199,733,26739,34475,33648,1496,886,776,566,3409,2369,1945,2835,2531,9817,27662,5825,7296,5901,13733,3879,10870,68123
